sec,name,line,banner,stmt_preview
17,closed_iff_contains_limit_points,48722,LATEX VERSION: A set A is closed iff it contains all its limit points.,"Theorem closed_iff_contains_limit_points : forall X Tx A:set, topology_on X Tx -> A c= X -> (closed_in X Tx A <-> limit_points_of X Tx A c= A). let X Tx A. assume HTx: topology_on X Tx. assume HA: A c= X. prove closed_in X Tx A <-> limit_po"
17,Hausdorff_space_topology,48789,LATEX VERSION: The Hausdorff definition assumes X is a topological space.,"Theorem Hausdorff_space_topology : forall X Tx:set, Hausdorff_space X Tx -> topology_on X Tx. let X Tx. assume H: Hausdorff_space X Tx. exact (andEL (topology_on X Tx) (forall x1 x2:set, x1 :e X -> x2 :e X -> x1 <> x2 -> exists U V:set, U :"
17,Hausdorff_space_separation,48801,LATEX VERSION: Hausdorff (T2): distinct points have disjoint neighborhoods.,"Theorem Hausdorff_space_separation : forall X Tx x1 x2:set, Hausdorff_space X Tx -> x1 :e X -> x2 :e X -> x1 <> x2 -> exists U V:set, U :e Tx /\ V :e Tx /\ x1 :e U /\ x2 :e V /\ U :/\: V = Empty. let X Tx x1 x2. assume H: Hausdorff_space X "
17,T1_space_topology,48826,Helper: extract topology_on from T1_space,"Theorem T1_space_topology : forall X Tx:set, T1_space X Tx -> topology_on X Tx. let X Tx. assume H: T1_space X Tx. exact (andEL (topology_on X Tx) (forall F:set, F c= X -> finite F -> closed_in X Tx F) H). Qed. "
17,T1_space_finite_closed,48837,LATEX VERSION: T1 axiom: every finite subset is closed.,"Theorem T1_space_finite_closed : forall X Tx F:set, T1_space X Tx -> F c= X -> finite F -> closed_in X Tx F. let X Tx F. assume H: T1_space X Tx. assume HFsub: F c= X. assume HFfin: finite F. claim Hfin: forall G:set, G c= X -> finite G -> "
17,Hausdorff_singleton_complement_open,48852,"LATEX VERSION: In a Hausdorff space, each point distinct from x has a neighborhood disjoint from a neighborhood of x.","Theorem Hausdorff_singleton_complement_open : forall X Tx x:set, Hausdorff_space X Tx -> x :e X -> X :\: {x} :e Tx. let X Tx x. assume HH: Hausdorff_space X Tx. assume HxX: x :e X. prove X :\: {x} :e Tx. claim Htop: topology_on X Tx. { exac"
17,Hausdorff_singletons_closed,48988,"LATEX VERSION: In a Hausdorff space, the one point set {x} is closed.","Theorem Hausdorff_singletons_closed : forall X Tx x:set, Hausdorff_space X Tx -> x :e X -> closed_in X Tx {x}. let X Tx x. assume HH: Hausdorff_space X Tx. assume HxX: x :e X. prove closed_in X Tx {x}. claim Htop: topology_on X Tx. { exact "
17,finite_sets_closed_in_Hausdorff,49013,"LATEX VERSION: In any Hausdorff space, every finite subset is closed.","Theorem finite_sets_closed_in_Hausdorff : forall X Tx:set, Hausdorff_space X Tx -> forall F:set, F c= X -> finite F -> closed_in X Tx F. let X Tx. assume HH: Hausdorff_space X Tx. let F. assume HFsub: F c= X. assume HF: finite F. prove clos"
17,limit_points_infinite_neighborhoods,49042,"LATEX VERSION: In T₁ spaces, x is a limit point of A iff every neighborhood of x meets A in infinitely many points.","Theorem limit_points_infinite_neighborhoods : forall X Tx A x:set, T1_space X Tx -> x :e X -> (limit_point_of X Tx A x <-> (forall U :e Tx, x :e U -> infinite (U :/\: A))). let X Tx A x. assume HT1: T1_space X Tx. assume HxX: x :e X. prove "
17,Hausdorff_stability,49406,LATEX VERSION: Products of Hausdorff spaces are Hausdorff.,"Theorem Hausdorff_stability : forall X Tx Y Ty:set, Hausdorff_space X Tx /\ Hausdorff_space Y Ty -> Hausdorff_space (setprod X Y) (product_topology X Tx Y Ty). let X Tx Y Ty. assume H: Hausdorff_space X Tx /\ Hausdorff_space Y Ty. prove Hau"
17,ex17_1_topology_from_closed_sets,49663,"LATEX VERSION: Exercise 1: Given a notion of closed sets satisfying axioms, prove they come from a topology.","Theorem ex17_1_topology_from_closed_sets : forall X Tx:set, closed_in X Tx X -> (forall A:set, closed_in X Tx A -> closed_in X Tx (X :\: A)) -> topology_on X Tx. let X Tx. assume H1: closed_in X Tx X. assume H2: forall A:set, closed_in X Tx"
17,ex17_2_closed_in_closed_subspace,49675,"LATEX VERSION: Exercise 2: If Y is closed in X and A is closed in the subspace Y, then A is closed in X.","Theorem ex17_2_closed_in_closed_subspace : forall X Tx Y A:set, closed_in X Tx Y -> closed_in Y (subspace_topology X Tx Y) A -> closed_in X Tx A. let X Tx Y A. assume HY: closed_in X Tx Y. assume HA: closed_in Y (subspace_topology X Tx Y) A"
17,ex17_3_product_of_closed_sets_closed,49688,LATEX VERSION: Exercise 3: Products of closed sets are closed in the product topology.,"Theorem ex17_3_product_of_closed_sets_closed : forall X Tx Y Ty A B:set, closed_in X Tx A -> closed_in Y Ty B -> closed_in (setprod X Y) (product_topology X Tx Y Ty) (setprod A B). let X Tx Y Ty A B. assume HA: closed_in X Tx A. assume HB: "
17,ex17_4_open_minus_closed_and_closed_minus_open,49877,"LATEX VERSION: Exercise 4: For open U and closed A, U\\A is open and A\\U is closed.","Theorem ex17_4_open_minus_closed_and_closed_minus_open : forall X Tx U A:set, topology_on X Tx -> open_in X Tx U -> closed_in X Tx A -> open_in X Tx (U :\: A) /\ closed_in X Tx (A :\: U). let X Tx U A. assume Htop: topology_on X Tx. assume "
17,ex17_5_closure_of_interval_in_order_topology,49979,"LATEX VERSION: Exercise 5: Let X be an ordered set in the order topology. Show that cl((a,b)) c= [a,b]. Under what conditions does equality ","Theorem ex17_5_closure_of_interval_in_order_topology : forall X a b:set, simply_ordered_set X -> a :e X -> b :e X -> closure_of X (order_topology X) (order_interval X a b) c= closed_interval_in X a b. let X a b. assume Hso: simply_ordered_s"
17,ex17_5_closure_of_interval_eq_conditions,50628,"LATEX VERSION: Exercise 5: Equality holds when the endpoints are limit points of (a,b) from within X, e.g. in a dense order without gaps","Theorem ex17_5_closure_of_interval_eq_conditions : forall X a b:set, simply_ordered_set X -> a :e X -> b :e X -> order_rel X a b -> no_immediate_successor X a -> no_immediate_predecessor X b -> closure_of X (order_topology X) (order_interva"
17,closure_idempotent_and_closed,50693,"LATEX VERSION: Closure is closed and idempotent: cl(cl(A)) = cl(A), and cl(A) is closed","Theorem closure_idempotent_and_closed : forall X Tx A:set, topology_on X Tx -> closure_of X Tx (closure_of X Tx A) = closure_of X Tx A /\ closed_in X Tx (closure_of X Tx A). let X Tx A. assume Htop: topology_on X Tx. prove closure_of X Tx ("
17,ex17_6a_closure_monotone,50877,LATEX VERSION: If A c= B then cl(A) c= cl(B).,"Theorem ex17_6a_closure_monotone : forall X Tx A B:set, topology_on X Tx -> A c= B -> B c= X -> closure_of X Tx A c= closure_of X Tx B. let X Tx A B. assume Htop: topology_on X Tx. assume HAB: A c= B. assume HB: B c= X. prove closure_of X T"
17,ex17_6b_closure_binunion,50889,LATEX VERSION: cl(A :\/: B) = cl(A) :\/: cl(B).,"Theorem ex17_6b_closure_binunion : forall X Tx A B:set, topology_on X Tx -> A c= X -> B c= X -> closure_of X Tx (A :\/: B) = closure_of X Tx A :\/: closure_of X Tx B. let X Tx A B. assume Htop: topology_on X Tx. assume HA: A c= X. assume HB"
17,ex17_6c_closure_Union_contains_Union_closures,50935,LATEX VERSION: cl(Union A_alpha) c=?; always have cl(Union A_alpha) c>= Union cl(A_alpha).,"Theorem ex17_6c_closure_Union_contains_Union_closures : forall X Tx Fam:set, topology_on X Tx -> (forall A:set, A :e Fam -> A c= X) -> Union {closure_of X Tx A|A :e Fam} c= closure_of X Tx (Union Fam). let X Tx Fam. assume Htop: topology_on"
17,ex17_7_counterexample_union_closure,50971,LATEX VERSION: Criticize the proof that cl(Union A_alpha) c= Union cl(A_alpha).,"Theorem ex17_7_counterexample_union_closure : exists X Tx Fam:set, topology_on X Tx /\ (forall A:set, A :e Fam -> A c= X) /\ ~ (closure_of X Tx (Union Fam) c= Union {closure_of X Tx A|A :e Fam}). claim HXomega: 0 :e omega. { exact (nat_p_om"
17,ex17_8a_closure_intersection_Subq_intersection_closures,51169,LATEX VERSION: Determine whether cl(A :/\\: B) = cl(A) :/\\: cl(B); always have inclusion c= .,"Theorem ex17_8a_closure_intersection_Subq_intersection_closures : forall X Tx A B:set, topology_on X Tx -> closure_of X Tx (A :/\: B) c= closure_of X Tx A :/\: closure_of X Tx B. let X Tx A B. assume Htop: topology_on X Tx. prove closure_of"
17,ex17_8b_closure_intersection_family_Subq_intersection_closures,51238,LATEX VERSION: Determine whether cl(Intersection A_alpha) = Intersection cl(A_alpha); always have inclusion c= .,"Theorem ex17_8b_closure_intersection_family_Subq_intersection_closures : forall X Tx Fam:set, topology_on X Tx -> (forall A:set, A :e Fam -> A c= X) -> closure_of X Tx (intersection_of_family X Fam) c= intersection_of_family X {closure_of X"
17,ex17_8c_closure_setminus_Subq_closure_left,51282,LATEX VERSION: Determine whether cl(A-B) = cl(A) - cl(B); at least cl(A-B) c= cl(A).,"Theorem ex17_8c_closure_setminus_Subq_closure_left : forall X Tx A B:set, topology_on X Tx -> A c= X -> B c= X -> closure_of X Tx (A :\: B) c= closure_of X Tx A. let X Tx A B. assume Htop: topology_on X Tx. assume HA: A c= X. assume HB: B c"
17,ex17_8c_counterexample_equality_fails,51298,LATEX VERSION: Give an example where the equality fails.,"Theorem ex17_8c_counterexample_equality_fails : exists X Tx A B:set, topology_on X Tx /\ A c= X /\ B c= X /\ closure_of X Tx (A :\: B) <> (closure_of X Tx A :\: closure_of X Tx B). set X0 := {0} :\/: {1}. set Tx0 := indiscrete_topology X0. "
17,ex17_9_closure_of_product_subset,51387,LATEX VERSION: Exercise 9: Closure of A×B in product is product of closures.,"Theorem ex17_9_closure_of_product_subset : forall X Y Tx Ty A B:set, topology_on X Tx -> topology_on Y Ty -> closure_of (setprod X Y) (product_topology X Tx Y Ty) (setprod A B) = setprod (closure_of X Tx A) (closure_of Y Ty B). let X Y Tx T"
17,ex17_10_order_topology_Hausdorff,51650,LATEX VERSION: Exercise 10: Order topology is Hausdorff.,"Theorem ex17_10_order_topology_Hausdorff : forall X:set, simply_ordered_set X -> Hausdorff_space X (order_topology X). let X. assume Hso: simply_ordered_set X. prove Hausdorff_space X (order_topology X). prove topology_on X (order_topology "
17,ex17_11_product_Hausdorff,51881,LATEX VERSION: Exercise 11: Product of Hausdorff spaces is Hausdorff.,"Theorem ex17_11_product_Hausdorff : forall X Tx Y Ty:set, Hausdorff_space X Tx -> Hausdorff_space Y Ty -> Hausdorff_space (setprod X Y) (product_topology X Tx Y Ty). let X Tx Y Ty. assume HX: Hausdorff_space X Tx. assume HY: Hausdorff_space"
17,ex17_12_subspace_Hausdorff,51895,LATEX VERSION: Exercise 12: Subspaces of Hausdorff spaces are Hausdorff.,"Theorem ex17_12_subspace_Hausdorff : forall X Tx Y:set, Hausdorff_space X Tx -> Y c= X -> Hausdorff_space Y (subspace_topology X Tx Y). let X Tx Y. assume HX: Hausdorff_space X Tx. assume HYsubX: Y c= X. prove Hausdorff_space Y (subspace_to"
17,ex17_13_diagonal_closed_iff_Hausdorff,52039,LATEX VERSION: Exercise 13: Diagonal is closed in X×X iff X is Hausdorff.,"Theorem ex17_13_diagonal_closed_iff_Hausdorff : forall X Tx:set, topology_on X Tx -> (Hausdorff_space X Tx <-> closed_in (setprod X X) (product_topology X Tx X Tx) {(x,x)|x :e X}). let X Tx. assume Htop: topology_on X Tx. prove Hausdorff_sp"
17,lemma_T1_singletons_closed,52699,LATEX VERSION: Exercise 15: the T1 axiom is equivalent to a separation condition implying one point sets are closed.,"Theorem lemma_T1_singletons_closed : forall X Tx:set, topology_on X Tx -> (T1_space X Tx <-> (forall x:set, x :e X -> closed_in X Tx {x})). let X Tx. assume Htop: topology_on X Tx. prove T1_space X Tx <-> (forall x:set, x :e X -> closed_in "
17,T1_singleton_complement_open,52754,"LATEX VERSION: In a T1 space, X\\{x} is open for every x∈X.","Theorem T1_singleton_complement_open : forall X Tx x:set, T1_space X Tx -> x :e X -> X :\: {x} :e Tx. let X Tx x. assume HT1: T1_space X Tx. assume HxX: x :e X. prove X :\: {x} :e Tx. claim Htop: topology_on X Tx. { exact (T1_space_topology"
17,subspace_T1,52825,"LATEX VERSION: If X is T1, then every subspace Y⊂X is T1 in the subspace topology.","Theorem subspace_T1 : forall X Tx Y:set, topology_on X Tx -> Y c= X -> T1_space X Tx -> T1_space Y (subspace_topology X Tx Y). let X Tx Y. assume HTx: topology_on X Tx. assume HY: Y c= X. assume HT1: T1_space X Tx. prove T1_space Y (subspac"
17,ex17_15_T1_characterization,52863,"LATEX VERSION: Exercise 15: Show the T1 axiom is equivalent to the condition that for each pair of points of X, each has a neighborhood not ","Theorem ex17_15_T1_characterization : forall X Tx:set, topology_on X Tx -> (T1_space X Tx <-> forall x y:set, x :e X -> y :e X -> x <> y -> (exists U:set, U :e Tx /\ x :e U /\ y /:e U) /\ (exists V:set, V :e Tx /\ y :e V /\ x /:e V)). let X"
17,ex17_17_closures_of_A_B_in_two_topologies,56880,"LATEX VERSION: Exercise 17: determine the closures of A=(0,\\sqrt{2}) and B=(\\sqrt{2},3) in the lower limit topology and in the topology ge",Theorem ex17_17_closures_of_A_B_in_two_topologies : closure_of R R_lower_limit_topology ex17_17_interval_A = ex17_17_interval_A_closure_lower /\ closure_of R R_C_topology ex17_17_interval_A = ex17_17_interval_A_closure_C /\ closure_of R R_l
17,ex17_18_closure_A_Supq,58699,"LATEX VERSION: A ∪ {(0,1)} ⊆ cl(A).",Theorem ex17_18_closure_A_Supq : ordsq_A :\/: {ordsq_p01} c= closure_of ordered_square ordered_square_topology ordsq_A. let p. assume Hp: p :e ordsq_A :\/: {ordsq_p01}. prove p :e closure_of ordered_square ordered_square_topology ordsq_A. a
17,ex17_18_p10_in_closure_D,63788,"LATEX VERSION: In the ordered square, the closure of D contains the point (1,0).",Theorem ex17_18_p10_in_closure_D : ordsq_p10 :e closure_of ordered_square ordered_square_topology ordsq_D. prove ordsq_p10 :e closure_of ordered_square ordered_square_topology ordsq_D. claim Hp10Sq: ordsq_p10 :e ordered_square. { claim Hp10
17,ex17_18_closures_in_ordered_square,66369,"LATEX VERSION: Exercise 18: determine the closures of the subsets A,B,C,D,E of the ordered square listed in the text.",Theorem ex17_18_closures_in_ordered_square : closure_of ordered_square ordered_square_topology ordsq_A = ordsq_A :\/: {ordsq_p01} /\ closure_of ordered_square ordered_square_topology ordsq_B = ordsq_B :\/: {ordsq_p10} /\ closure_of ordered_
17,ex17_19_boundary_properties,66413,LATEX VERSION: Exercise 19: The boundary of A lies in closure(A) and in closure(X\\A).,"Theorem ex17_19_boundary_properties : forall X Tx A:set, topology_on X Tx -> boundary_of X Tx A c= closure_of X Tx A /\ boundary_of X Tx A c= closure_of X Tx (X :\: A). let X Tx A. assume Htop: topology_on X Tx. prove boundary_of X Tx A c= "
17,ex17_20_boundaries_and_interiors_in_R2,66429,LATEX VERSION: Exercise 20: Boundary of a strip differs between standard and dictionary topologies on ℝ².,Theorem ex17_20_boundaries_and_interiors_in_R2 : boundary_of (setprod R R) R2_standard_topology ordered_square_open_strip <> boundary_of (setprod R R) R2_dictionary_order_topology ordered_square_open_strip. prove boundary_of (setprod R R) R
17,ex17_21_Kuratowski_closure_complement_maximal,66966,LATEX VERSION: Exercise 21: Kuratowski example in discrete topology gives maximal closure after complement.,"Theorem ex17_21_Kuratowski_closure_complement_maximal : forall X:set, closure_of X (discrete_topology X) (X :\: Empty) = X. let X. prove closure_of X (discrete_topology X) (X :\: Empty) = X. claim Htop: topology_on X (discrete_topology X). "
17,closure_of_discrete_eq,66991,"LATEX VERSION: In a discrete space, every set is closed, so its closure equals itself.","Theorem closure_of_discrete_eq : forall X A:set, A c= X -> closure_of X (discrete_topology X) A = A. let X A. assume HAsub: A c= X. claim Htop: topology_on X (discrete_topology X). { exact (discrete_topology_on X). } apply set_ext. - let x."
17,converges_to_topology,80296,"LATEX VERSION: From the definition of sequence convergence (§17), converges_to includes the hypothesis that Tx is a topology on X.","Theorem converges_to_topology : forall X Tx seq x:set, converges_to X Tx seq x -> topology_on X Tx. let X Tx seq x. assume H: converges_to X Tx seq x. claim H123: (topology_on X Tx /\ sequence_on seq X) /\ x :e X. { exact (andEL ((topology_"
17,converges_to_sequence_on,80313,"LATEX VERSION: From the definition of sequence convergence (§17), a convergent sequence is a sequence on X.","Theorem converges_to_sequence_on : forall X Tx seq x:set, converges_to X Tx seq x -> sequence_on seq X. let X Tx seq x. assume H: converges_to X Tx seq x. claim H123: (topology_on X Tx /\ sequence_on seq X) /\ x :e X. { exact (andEL ((topol"
17,converges_to_point_in_X,80330,"LATEX VERSION: From the definition of sequence convergence (§17), the limit point x is an element of X.","Theorem converges_to_point_in_X : forall X Tx seq x:set, converges_to X Tx seq x -> x :e X. let X Tx seq x. assume H: converges_to X Tx seq x. claim H123: (topology_on X Tx /\ sequence_on seq X) /\ x :e X. { exact (andEL ((topology_on X Tx "
17,converges_to_neighborhoods,80345,LATEX VERSION: Definition of convergence (§17): for each neighborhood U of x there exists N such that x_n is in U for all n>=N.,"Theorem converges_to_neighborhoods : forall X Tx seq x:set, converges_to X Tx seq x -> forall U:set, U :e Tx -> x :e U -> exists N:set, N :e omega /\ forall n:set, n :e omega -> N c= n -> apply_fun seq n :e U. let X Tx seq x. assume H: conv"
18,continuous_map_topology_dom,67448,LATEX VERSION: Continuity assumes X is a topological space.,"Theorem continuous_map_topology_dom : forall X Tx Y Ty f:set, continuous_map X Tx Y Ty f -> topology_on X Tx. let X Tx Y Ty f. assume H: continuous_map X Tx Y Ty f. claim Hleft: (topology_on X Tx /\ topology_on Y Ty) /\ function_on f X Y. {"
18,continuous_map_topology_cod,67463,LATEX VERSION: Continuity assumes Y is a topological space.,"Theorem continuous_map_topology_cod : forall X Tx Y Ty f:set, continuous_map X Tx Y Ty f -> topology_on Y Ty. let X Tx Y Ty f. assume H: continuous_map X Tx Y Ty f. claim Hleft: (topology_on X Tx /\ topology_on Y Ty) /\ function_on f X Y. {"
18,continuous_map_function_on,67478,LATEX VERSION: A continuous map f: X -> Y is a function from X to Y.,"Theorem continuous_map_function_on : forall X Tx Y Ty f:set, continuous_map X Tx Y Ty f -> function_on f X Y. let X Tx Y Ty f. assume H: continuous_map X Tx Y Ty f. claim Hleft: (topology_on X Tx /\ topology_on Y Ty) /\ function_on f X Y. {"
18,continuous_map_preimage,67491,LATEX VERSION: Definition of continuity: inverse images of open sets are open.,"Theorem continuous_map_preimage : forall X Tx Y Ty f:set, continuous_map X Tx Y Ty f -> forall V:set, V :e Ty -> preimage_of X f V :e Tx. let X Tx Y Ty f. assume H: continuous_map X Tx Y Ty f. exact (andER ((topology_on X Tx /\ topology_on "
18,closure_preimage_contained,67667,LATEX VERSION: If f is continuous then cl(f^{-1}(A)) is contained in f^{-1}(cl(A)).,"Theorem closure_preimage_contained : forall X Tx Y Ty f A:set, topology_on X Tx -> topology_on Y Ty -> continuous_map X Tx Y Ty f -> closure_of X Tx (preimage_of X f A) c= preimage_of X f (closure_of Y Ty A). let X Tx Y Ty f A. assume HTx: "
18,continuous_map_domain_finer,67726,"LATEX VERSION: If T' is finer than T on X, then any T-continuous map is also T'-continuous.","Theorem continuous_map_domain_finer : forall X Tx Tx' Y Ty f:set, continuous_map X Tx Y Ty f -> topology_on X Tx' -> Tx c= Tx' -> continuous_map X Tx' Y Ty f. let X Tx Tx' Y Ty f. assume Hcont: continuous_map X Tx Y Ty f. assume HTx': topol"
18,continuous_map_codomain_coarser,67756,"LATEX VERSION: If T' is coarser than T on Y, then any T-continuous map is also T'-continuous.","Theorem continuous_map_codomain_coarser : forall X Tx Y Ty Ty' f:set, continuous_map X Tx Y Ty f -> topology_on Y Ty' -> Ty' c= Ty -> continuous_map X Tx Y Ty' f. let X Tx Y Ty Ty' f. assume Hcont: continuous_map X Tx Y Ty f. assume HTy': t"
18,continuous_map_range_restrict,67786,"LATEX VERSION: If f maps X into Z0 subset Y, then f is continuous as a map X -> Z0 with the subspace topology.","Theorem continuous_map_range_restrict : forall X Tx Y Ty f Z0:set, continuous_map X Tx Y Ty f -> Z0 c= Y -> (forall x:set, x :e X -> apply_fun f x :e Z0) -> continuous_map X Tx Z0 (subspace_topology Y Ty Z0) f. let X Tx Y Ty f Z0. assume Hc"
18,continuous_map_range_expand,67855,"LATEX VERSION: If Ty is the subspace topology induced from (Z0,Tz0) on Y⊆Z0, then a continuous map X→Y is also continuous as X→Z0.","Theorem continuous_map_range_expand : forall X Tx Y Ty Z0 Tz0 f:set, continuous_map X Tx Y Ty f -> Y c= Z0 -> topology_on Z0 Tz0 -> Ty = subspace_topology Z0 Tz0 Y -> continuous_map X Tx Z0 Tz0 f. let X Tx Y Ty Z0 Tz0 f. assume Hf: continuo"
18,continuous_map_from_subbasis,67934,"LATEX VERSION: If preimages of all subbasis elements are open, then f is continuous for the topology generated by the subbasis.","Theorem continuous_map_from_subbasis : forall X Tx Y S f:set, topology_on X Tx -> function_on f X Y -> subbasis_on Y S -> (forall s:set, s :e S -> preimage_of X f s :e Tx) -> continuous_map X Tx Y (generated_topology_from_subbasis Y S) f. l"
18,continuous_map_total_topology_dom,68388,LATEX VERSION: Continuity assumes X is a topological space.,"Theorem continuous_map_total_topology_dom : forall X Tx Y Ty f:set, continuous_map_total X Tx Y Ty f -> topology_on X Tx. let X Tx Y Ty f. assume H: continuous_map_total X Tx Y Ty f. claim Hleft: (topology_on X Tx /\ topology_on Y Ty) /\ to"
18,continuous_map_total_topology_cod,68403,LATEX VERSION: Continuity assumes Y is a topological space.,"Theorem continuous_map_total_topology_cod : forall X Tx Y Ty f:set, continuous_map_total X Tx Y Ty f -> topology_on Y Ty. let X Tx Y Ty f. assume H: continuous_map_total X Tx Y Ty f. claim Hleft: (topology_on X Tx /\ topology_on Y Ty) /\ to"
18,continuous_map_total_total_function_on,68418,LATEX VERSION: A continuous map f: X -> Y is a function defined on all points of X.,"Theorem continuous_map_total_total_function_on : forall X Tx Y Ty f:set, continuous_map_total X Tx Y Ty f -> total_function_on f X Y. let X Tx Y Ty f. assume H: continuous_map_total X Tx Y Ty f. claim Hleft: (topology_on X Tx /\ topology_on"
18,continuous_map_total_preimage,68431,LATEX VERSION: Definition of continuity: inverse images of open sets are open.,"Theorem continuous_map_total_preimage : forall X Tx Y Ty f:set, continuous_map_total X Tx Y Ty f -> forall V:set, V :e Ty -> preimage_of X f V :e Tx. let X Tx Y Ty f. assume H: continuous_map_total X Tx Y Ty f. exact (andER ((topology_on X "
18,continuous_map_total_imp,68443,LATEX VERSION: Totality is an extra condition; it implies the non total continuity definition.,"Theorem continuous_map_total_imp : forall X Tx Y Ty f:set, continuous_map_total X Tx Y Ty f -> continuous_map X Tx Y Ty f. let X Tx Y Ty f. assume H: continuous_map_total X Tx Y Ty f. prove continuous_map X Tx Y Ty f. prove ((topology_on X "
18,continuous_map_total_of_continuous_map_and_total,68474,"LATEX VERSION: If f is continuous as a map X->Y and its graph is total on X, then it is a continuous_map_total.","Theorem continuous_map_total_of_continuous_map_and_total : forall X Tx Y Ty f:set, continuous_map X Tx Y Ty f -> total_function_on f X Y -> continuous_map_total X Tx Y Ty f. let X Tx Y Ty f. assume Hcont: continuous_map X Tx Y Ty f. assume "
18,const_fun_continuous,68503,LATEX VERSION: Constant functions are continuous.,"Theorem const_fun_continuous : forall X Tx Y Ty x:set, topology_on X Tx -> topology_on Y Ty -> x :e Y -> continuous_map X Tx Y Ty (const_fun X x). let X Tx Y Ty x. assume HTx: topology_on X Tx. assume HTy: topology_on Y Ty. assume HxY: x :e"
18,const_fun_continuous_total,68575,LATEX VERSION: Constant functions are continuous.,"Theorem const_fun_continuous_total : forall X Tx Y Ty x:set, topology_on X Tx -> topology_on Y Ty -> x :e Y -> continuous_map_total X Tx Y Ty (const_fun X x). let X Tx Y Ty x. assume HTx: topology_on X Tx. assume HTy: topology_on Y Ty. assu"
18,continuous_preserves_closed,68600,"LATEX VERSION: If f is continuous, then the inverse image of a closed set is closed.","Theorem continuous_preserves_closed : forall X Tx Y Ty f:set, continuous_map X Tx Y Ty f -> forall C:set, closed_in Y Ty C -> closed_in X Tx (preimage_of X f C). let X Tx Y Ty f. assume Hcont: continuous_map X Tx Y Ty f. claim Hpreimg: fora"
18,continuous_local_neighborhood,68684,"LATEX VERSION: A neighborhood formulation: for x in X and neighborhood V of f(x), there is a neighborhood U of x mapped into V.","Theorem continuous_local_neighborhood : forall X Tx Y Ty f:set, topology_on X Tx -> topology_on Y Ty -> function_on f X Y -> (forall V:set, V :e Ty -> preimage_of X f V :e Tx) -> forall x:set, x :e X -> forall V:set, V :e Ty -> apply_fun f "
18,topology_elem_of_local_neighborhoods,68712,LATEX VERSION: U is open if for every x in U there is an open set V with x in V subset U.,"Theorem topology_elem_of_local_neighborhoods : forall X Tx U:set, topology_on X Tx -> U c= X -> (forall x:set, x :e U -> exists V:set, V :e Tx /\ x :e V /\ V c= U) -> U :e Tx. let X Tx U. assume HTx: topology_on X Tx. assume HUSubX: U c= X."
18,continuity_equiv_forms,68769,"LATEX VERSION: Equivalent characterizations of continuity: open-preimage, closed-preimage, neighborhood criterion.","Theorem continuity_equiv_forms : forall X Tx Y Ty f:set, topology_on X Tx -> topology_on Y Ty -> (continuous_map X Tx Y Ty f <-> function_on f X Y /\ (forall V:set, V :e Ty -> preimage_of X f V :e Tx) /\ (forall C:set, closed_in Y Ty C -> c"
18,identity_continuous,68852,"FIXED: Identity function must use ordered pairs (tuple notation), not UPair.","Theorem identity_continuous : forall X Tx:set, topology_on X Tx -> let id := {(x,x)|x :e X} in continuous_map X Tx X Tx id. let X Tx. assume HTx: topology_on X Tx. prove let id := {(x,x)|x :e X} in continuous_map X Tx X Tx id. set id := {(x"
18,identity_continuous_R_lower_to_standard,68919,"LATEX VERSION: Since the standard topology is contained in the lower limit topology, the identity map is continuous from (R,R_ell) to (R,sta","Theorem identity_continuous_R_lower_to_standard : continuous_map R R_lower_limit_topology R R_standard_topology {(x,x)|x :e R}. prove continuous_map R R_lower_limit_topology R R_standard_topology {(x,x)|x :e R}. claim Hstd: topology_on R R_"
18,composition_continuous,69144,LATEX VERSION: (g∘f)^{-1}(W)=f^{-1}(g^{-1}(W)).," Theorem composition_continuous : forall X Tx Y Ty Z Tz f g:set, continuous_map X Tx Y Ty f -> continuous_map Y Ty Z Tz g -> continuous_map X Tx Z Tz (compose_fun X f g). let X Tx Y Ty Z Tz f g. assume Hf: continuous_map X Tx Y Ty f. assume"
18,continuous_construction_rules,69344,"LATEX VERSION: Theorem 18.2: Constant maps, inclusions, composites, domain restriction, range restriction/expansion, and local continuity fo","Theorem continuous_construction_rules : forall X Tx Y Ty Z Tz:set, topology_on X Tx -> topology_on Y Ty -> topology_on Z Tz -> (forall y0:set, y0 :e Y -> continuous_map X Tx Y Ty (const_fun X y0)) /\ (forall A:set, A c= X -> continuous_map "
18,continuous_map_local_cover,69819,"LATEX VERSION: If f is continuous on each member of an open cover of X, then f is continuous on X.","Theorem continuous_map_local_cover : forall X Tx Y Ty f:set, topology_on X Tx -> topology_on Y Ty -> (exists UFam:set, UFam c= Tx /\ Union UFam = X /\ (forall U:set, U :e UFam -> continuous_map U (subspace_topology X Tx U) Y Ty f)) -> conti"
18,continuous_on_subspace_rule,69876,"LATEX VERSION: If f is continuous on X and A⊂X, then f restricted to A is continuous with the subspace topology on A.","Theorem continuous_on_subspace_rule : forall X Tx Y Ty f A:set, topology_on X Tx -> topology_on Y Ty -> A c= X -> continuous_map X Tx Y Ty f -> continuous_map A (subspace_topology X Tx A) Y Ty f. let X Tx Y Ty f A. assume HTx: topology_on X"
